,sorensen_distance_query_title,sorensen_distance_query_desc,levenshtein_distance_query_title,levenshtein_distance_query_desc,jaccard_distance_query_title,jaccard_distance_query_desc
36,0.0,0.846153846154,0,632,0.0,0.916666666667
37,0.0,0.837837837838,0,472,0.0,0.911764705882
38,0.0,0.823529411765,0,923,0.0,0.903225806452
39,0.0,0.823529411765,0,923,0.0,0.903225806452
40,0.0,0.823529411765,0,923,0.0,0.903225806452
41,0.0,0.823529411765,0,923,0.0,0.903225806452
42,0.0,0.823529411765,0,923,0.0,0.903225806452
43,0.0,0.828571428571,0,883,0.0,0.90625
44,0.0,0.823529411765,0,478,0.0,0.903225806452
45,0.0,0.823529411765,0,478,0.0,0.903225806452
46,0.0,0.823529411765,0,478,0.0,0.903225806452
47,0.0,0.837837837838,0,935,0.0,0.911764705882
48,0.0,0.837837837838,0,935,0.0,0.911764705882
49,0.0,0.837837837838,0,935,0.0,0.911764705882
50,0.0,0.837837837838,0,935,0.0,0.911764705882
51,0.0,0.837837837838,0,935,0.0,0.911764705882
52,0.0,0.837837837838,0,935,0.0,0.911764705882
53,0.0,0.837837837838,0,935,0.0,0.911764705882
54,0.0,0.837837837838,0,935,0.0,0.911764705882
55,0.0,0.837837837838,0,935,0.0,0.911764705882
56,0.0,0.777777777778,0,315,0.0,0.875
57,0.0,0.823529411765,0,571,0.0,0.903225806452
58,0.0,0.823529411765,0,571,0.0,0.903225806452
59,0.0,0.823529411765,0,571,0.0,0.903225806452
60,0.0,0.823529411765,0,571,0.0,0.903225806452
61,0.0,0.828571428571,0,364,0.0,0.90625
62,0.0,0.846153846154,0,1043,0.0,0.916666666667
63,0.0,0.846153846154,0,1043,0.0,0.916666666667
64,0.0,0.837837837838,0,859,0.0,0.911764705882
65,0.0,0.837837837838,0,859,0.0,0.911764705882
66,0.0,0.837837837838,0,859,0.0,0.911764705882
67,0.0,0.837837837838,0,859,0.0,0.911764705882
68,0.0,0.842105263158,0,838,0.0,0.914285714286
69,0.0,0.842105263158,0,838,0.0,0.914285714286
70,0.0,0.842105263158,0,783,0.0,0.914285714286
71,0.0,0.846153846154,0,795,0.0,0.916666666667
72,0.0,0.846153846154,0,795,0.0,0.916666666667
73,0.0,0.846153846154,0,795,0.0,0.916666666667
74,0.0,0.846153846154,0,795,0.0,0.916666666667
75,0.0,0.846153846154,0,795,0.0,0.916666666667
76,0.0,0.846153846154,0,346,0.0,0.916666666667
77,0.0,0.846153846154,0,346,0.0,0.916666666667
78,0.0,0.846153846154,0,346,0.0,0.916666666667
79,0.0,0.857142857143,0,824,0.0,0.923076923077
80,0.0,0.837837837838,0,1122,0.0,0.911764705882
81,0.0,0.828571428571,0,786,0.0,0.90625
82,0.0,0.828571428571,0,786,0.0,0.90625
83,0.0,0.828571428571,0,786,0.0,0.90625
84,0.0,0.828571428571,0,354,0.0,0.90625
85,0.0,0.842105263158,0,1551,0.0,0.914285714286
86,0.0,0.842105263158,0,1551,0.0,0.914285714286
87,0.0,0.842105263158,0,1551,0.0,0.914285714286
88,0.0,0.837837837838,0,897,0.0,0.911764705882
89,0.0,0.837837837838,0,897,0.0,0.911764705882
90,0.0,0.837837837838,0,897,0.0,0.911764705882
91,0.0,0.837837837838,0,897,0.0,0.911764705882
92,0.0,0.837837837838,0,897,0.0,0.911764705882
93,0.0,0.8125,0,623,0.0,0.896551724138
94,0.0,0.872340425532,0,1173,0.0,0.931818181818
95,0.0,0.872340425532,0,1173,0.0,0.931818181818
96,0.0,0.872340425532,0,1173,0.0,0.931818181818
97,0.0,0.872340425532,0,1173,0.0,0.931818181818
98,0.0,0.872340425532,0,1173,0.0,0.931818181818
99,0.0,0.818181818182,0,414,0.0,0.9
100,0.0,0.818181818182,0,414,0.0,0.9
101,0.0,0.818181818182,0,414,0.0,0.9
102,0.0,0.8,0,444,0.0,0.888888888889
103,0.0,0.8125,0,645,0.0,0.896551724138
104,0.0,0.8125,0,645,0.0,0.896551724138
105,0.0,0.8125,0,645,0.0,0.896551724138
106,0.0,0.823529411765,0,353,0.0,0.903225806452
107,0.0,0.823529411765,0,353,0.0,0.903225806452
108,0.0,0.823529411765,0,353,0.0,0.903225806452
109,0.0,0.833333333333,0,891,0.0,0.909090909091
110,0.0,0.846153846154,0,825,0.0,0.916666666667
111,0.0,0.846153846154,0,825,0.0,0.916666666667
112,0.0,0.846153846154,0,825,0.0,0.916666666667
113,0.0,0.846153846154,0,825,0.0,0.916666666667
114,0.0,0.846153846154,0,825,0.0,0.916666666667
115,0.0,0.846153846154,0,825,0.0,0.916666666667
116,0.0,0.846153846154,0,825,0.0,0.916666666667
117,0.0,0.846153846154,0,825,0.0,0.916666666667
118,0.0,0.846153846154,0,825,0.0,0.916666666667
119,0.0,0.846153846154,0,825,0.0,0.916666666667
120,0.0,0.846153846154,0,825,0.0,0.916666666667
121,0.0,0.846153846154,0,825,0.0,0.916666666667
122,0.0,0.846153846154,0,825,0.0,0.916666666667
123,0.0,0.866666666667,0,1781,0.0,0.928571428571
124,0.0,0.866666666667,0,1781,0.0,0.928571428571
125,0.0,0.866666666667,0,1781,0.0,0.928571428571
126,0.0,0.866666666667,0,1781,0.0,0.928571428571
127,0.0,0.866666666667,0,1781,0.0,0.928571428571
128,0.0,0.866666666667,0,1781,0.0,0.928571428571
129,0.0,0.866666666667,0,1781,0.0,0.928571428571
130,0.0,0.866666666667,0,1781,0.0,0.928571428571
131,0.0,0.866666666667,0,1781,0.0,0.928571428571
132,0.0,0.866666666667,0,1781,0.0,0.928571428571
133,0.0,0.866666666667,0,1781,0.0,0.928571428571
134,0.0,0.863636363636,0,1051,0.0,0.926829268293
135,0.0,0.837837837838,0,492,0.0,0.911764705882
136,0.0,0.837837837838,0,492,0.0,0.911764705882
137,0.0,0.837837837838,0,492,0.0,0.911764705882
138,0.0,0.837837837838,0,492,0.0,0.911764705882
139,0.0,0.866666666667,0,1098,0.0,0.928571428571
140,0.0,0.866666666667,0,1098,0.0,0.928571428571
141,0.0,0.866666666667,0,1098,0.0,0.928571428571
142,0.0,0.866666666667,0,1098,0.0,0.928571428571
143,0.0,0.818181818182,0,331,0.0,0.9
144,0.0,0.818181818182,0,331,0.0,0.9
145,0.0,0.837837837838,0,725,0.0,0.911764705882
146,0.0,0.833333333333,0,462,0.0,0.909090909091
147,0.0,0.857142857143,0,551,0.0,0.923076923077
148,0.0,0.857142857143,0,551,0.0,0.923076923077
149,0.0,0.857142857143,0,1354,0.0,0.923076923077
150,0.0,0.85,0,1304,0.0,0.918918918919
151,0.0,0.837837837838,0,675,0.0,0.911764705882
152,0.0,0.837837837838,0,675,0.0,0.911764705882
153,0.0,0.793103448276,0,466,0.0,0.884615384615
154,0.0,0.842105263158,0,633,0.0,0.914285714286
155,0.0,0.853658536585,0,811,0.0,0.921052631579
156,0.0,0.853658536585,0,811,0.0,0.921052631579
157,0.0,0.857142857143,0,811,0.0,0.923076923077
158,0.0,0.863636363636,0,1093,0.0,0.926829268293
159,0.0,0.833333333333,0,452,0.0,0.909090909091
160,0.0,0.869565217391,0,1609,0.0,0.93023255814
161,0.0,0.869565217391,0,1609,0.0,0.93023255814
162,0.0,0.869565217391,0,1609,0.0,0.93023255814
163,0.0,0.869565217391,0,1609,0.0,0.93023255814
164,0.0,0.869565217391,0,1609,0.0,0.93023255814
165,0.0,0.869565217391,0,1609,0.0,0.93023255814
166,0.0,0.828571428571,0,571,0.0,0.90625
167,0.0,0.828571428571,0,571,0.0,0.90625
168,0.0,0.828571428571,0,571,0.0,0.90625
169,0.0,0.828571428571,0,571,0.0,0.90625
170,0.0,0.828571428571,0,571,0.0,0.90625
171,0.0,0.863636363636,0,1399,0.0,0.926829268293
172,0.0,0.863636363636,0,1399,0.0,0.926829268293
173,0.0,0.863636363636,0,1399,0.0,0.926829268293
174,0.0,0.863636363636,0,1399,0.0,0.926829268293
175,0.0,0.869565217391,0,2812,0.0,0.93023255814
176,0.0,0.869565217391,0,2812,0.0,0.93023255814
177,0.0,0.869565217391,0,2812,0.0,0.93023255814
178,0.0,0.85,0,1865,0.0,0.918918918919
179,0.0,0.85,0,1865,0.0,0.918918918919
180,0.0,0.853658536585,0,715,0.0,0.921052631579
181,0.0,0.853658536585,0,715,0.0,0.921052631579
182,0.0,0.853658536585,0,715,0.0,0.921052631579
183,0.0,0.818181818182,0,1130,0.0,0.9
184,0.0,0.837837837838,0,764,0.0,0.911764705882
185,0.0,0.833333333333,0,1152,0.0,0.909090909091
186,0.0,0.8125,0,459,0.0,0.896551724138
187,0.0,0.8125,0,459,0.0,0.896551724138
188,0.0,0.853658536585,0,785,0.0,0.921052631579
189,0.0,0.853658536585,0,785,0.0,0.921052631579
190,0.0,0.857142857143,0,1171,0.0,0.923076923077
191,0.0,0.857142857143,0,1171,0.0,0.923076923077
192,0.0,0.857142857143,0,1171,0.0,0.923076923077
193,0.0,0.875,0,1062,0.0,0.933333333333
194,0.0,0.875,0,1062,0.0,0.933333333333
195,0.0,0.875,0,1062,0.0,0.933333333333
196,0.0,0.857142857143,0,865,0.0,0.923076923077
197,0.0,0.837837837838,0,493,0.0,0.911764705882
198,0.0,0.842105263158,0,1022,0.0,0.914285714286
199,0.0,0.842105263158,0,1022,0.0,0.914285714286
200,0.0,0.860465116279,0,802,0.0,0.925
201,0.0,0.860465116279,0,802,0.0,0.925
202,0.0,0.860465116279,0,802,0.0,0.925
203,0.0,0.860465116279,0,802,0.0,0.925
204,0.0,0.860465116279,0,802,0.0,0.925
205,0.0,0.842105263158,0,431,0.0,0.914285714286
206,0.0,0.842105263158,0,431,0.0,0.914285714286
207,0.0,0.818181818182,0,751,0.0,0.9
208,0.0,0.853658536585,0,813,0.0,0.921052631579
209,0.0,0.8,0,429,0.0,0.888888888889
210,0.0,0.85,0,780,0.0,0.918918918919
211,0.0,0.85,0,780,0.0,0.918918918919
212,0.0,0.872340425532,0,1828,0.0,0.931818181818
213,0.0,0.872340425532,0,1828,0.0,0.931818181818
214,0.0,0.8,0,735,0.0,0.888888888889
215,0.0,0.846153846154,0,647,0.0,0.916666666667
216,0.0,0.833333333333,0,517,0.0,0.909090909091
217,0.0,0.833333333333,0,517,0.0,0.909090909091
218,0.0,0.85,0,731,0.0,0.918918918919
219,0.0,0.869565217391,0,1094,0.0,0.93023255814
220,0.0,0.860465116279,0,670,0.0,0.925
221,0.0,0.860465116279,0,670,0.0,0.925
222,0.0,0.860465116279,0,670,0.0,0.925
223,0.0,0.860465116279,0,670,0.0,0.925
224,0.0,0.837837837838,0,593,0.0,0.911764705882
225,0.0,0.828571428571,0,265,0.0,0.90625
226,0.0,0.857142857143,0,763,0.0,0.923076923077
227,0.0,0.857142857143,0,763,0.0,0.923076923077
228,0.0,0.857142857143,0,763,0.0,0.923076923077
229,0.0,0.857142857143,0,763,0.0,0.923076923077
230,0.0,0.842105263158,0,960,0.0,0.914285714286
231,0.0,0.842105263158,0,960,0.0,0.914285714286
232,0.0,0.8125,0,1547,0.0,0.896551724138
233,0.0,0.793103448276,0,274,0.0,0.884615384615
234,0.0,0.793103448276,0,274,0.0,0.884615384615
235,0.0,0.793103448276,0,274,0.0,0.884615384615
236,0.0,0.793103448276,0,274,0.0,0.884615384615
237,0.0,0.837837837838,0,398,0.0,0.911764705882
238,0.0,0.828571428571,0,824,0.0,0.90625
239,0.0,0.828571428571,0,824,0.0,0.90625
240,0.0,0.828571428571,0,824,0.0,0.90625
241,0.0,0.818181818182,0,358,0.0,0.9
242,0.0,0.818181818182,0,358,0.0,0.9
243,0.0,0.818181818182,0,358,0.0,0.9
244,0.0,0.818181818182,0,358,0.0,0.9
245,0.0,0.818181818182,0,358,0.0,0.9
246,0.0,0.846153846154,0,1376,0.0,0.916666666667
247,0.0,0.863636363636,0,862,0.0,0.926829268293
248,0.0,0.863636363636,0,862,0.0,0.926829268293
249,0.0,0.863636363636,0,862,0.0,0.926829268293
250,0.0,0.863636363636,0,862,0.0,0.926829268293
251,0.0,0.863636363636,0,862,0.0,0.926829268293
252,0.0,0.863636363636,0,862,0.0,0.926829268293
253,0.0,0.863636363636,0,1343,0.0,0.926829268293
254,0.0,0.863636363636,0,1343,0.0,0.926829268293
255,0.0,0.842105263158,0,658,0.0,0.914285714286
256,0.0,0.842105263158,0,658,0.0,0.914285714286
257,0.0,0.842105263158,0,658,0.0,0.914285714286
258,0.0,0.842105263158,0,658,0.0,0.914285714286
259,0.0,0.842105263158,0,658,0.0,0.914285714286
260,0.0,0.842105263158,0,1245,0.0,0.914285714286
261,0.0,0.842105263158,0,1245,0.0,0.914285714286
262,0.0,0.842105263158,0,1245,0.0,0.914285714286
263,0.0,0.842105263158,0,1245,0.0,0.914285714286
264,0.0,0.846153846154,0,522,0.0,0.916666666667
265,0.0,0.846153846154,0,522,0.0,0.916666666667
266,0.0,0.833333333333,0,506,0.0,0.909090909091
267,0.0,0.818181818182,0,394,0.0,0.9
268,0.0,0.818181818182,0,394,0.0,0.9
269,0.0,0.842105263158,0,457,0.0,0.914285714286
270,0.0,0.872340425532,0,1513,0.0,0.931818181818
271,0.0,0.872340425532,0,1513,0.0,0.931818181818
272,0.0,0.872340425532,0,1513,0.0,0.931818181818
273,0.0,0.872340425532,0,1513,0.0,0.931818181818
274,0.0,0.872340425532,0,1513,0.0,0.931818181818
275,0.0,0.872340425532,0,1513,0.0,0.931818181818
276,0.0,0.872340425532,0,1513,0.0,0.931818181818
277,0.0,0.872340425532,0,1513,0.0,0.931818181818
278,0.0,0.872340425532,0,1513,0.0,0.931818181818
279,0.0,0.872340425532,0,1513,0.0,0.931818181818
280,0.0,0.860465116279,0,847,0.0,0.925
281,0.0,0.860465116279,0,847,0.0,0.925
282,0.0,0.860465116279,0,847,0.0,0.925
283,0.0,0.860465116279,0,847,0.0,0.925
284,0.0,0.860465116279,0,847,0.0,0.925
285,0.0,0.857142857143,0,1165,0.0,0.923076923077
286,0.0,0.837837837838,0,647,0.0,0.911764705882
287,0.0,0.837837837838,0,647,0.0,0.911764705882
288,0.0,0.837837837838,0,647,0.0,0.911764705882
289,0.0,0.837837837838,0,647,0.0,0.911764705882
290,0.0,0.837837837838,0,647,0.0,0.911764705882
291,0.0,0.828571428571,0,434,0.0,0.90625
292,0.0,0.828571428571,0,434,0.0,0.90625
293,0.0,0.828571428571,0,434,0.0,0.90625
294,0.0,0.863636363636,0,1193,0.0,0.926829268293
295,0.0,0.863636363636,0,1193,0.0,0.926829268293
296,0.0,0.853658536585,0,839,0.0,0.921052631579
297,0.0,0.833333333333,0,388,0.0,0.909090909091
298,0.0,0.806451612903,0,395,0.0,0.892857142857
299,0.0,0.806451612903,0,395,0.0,0.892857142857
300,0.0,0.806451612903,0,395,0.0,0.892857142857
301,0.0,0.806451612903,0,395,0.0,0.892857142857
302,0.0,0.866666666667,0,1407,0.0,0.928571428571
303,0.0,0.860465116279,0,1249,0.0,0.925
304,0.0,0.860465116279,0,1249,0.0,0.925
305,0.0,0.833333333333,0,312,0.0,0.909090909091
306,0.0,0.85,0,792,0.0,0.918918918919
307,0.0,0.85,0,792,0.0,0.918918918919
308,0.0,0.85,0,575,0.0,0.918918918919
309,0.0,0.85,0,575,0.0,0.918918918919
310,0.0,0.85,0,350,0.0,0.918918918919
311,0.0,0.85,0,350,0.0,0.918918918919
312,0.0,0.853658536585,0,459,0.0,0.921052631579
313,0.0,0.853658536585,0,459,0.0,0.921052631579
314,0.0,0.853658536585,0,459,0.0,0.921052631579
315,0.0,0.853658536585,0,459,0.0,0.921052631579
316,0.0,0.853658536585,0,699,0.0,0.921052631579
317,0.0,0.85,0,885,0.0,0.918918918919
318,0.0,0.846153846154,0,900,0.0,0.916666666667
319,0.0,0.866666666667,0,1346,0.0,0.928571428571
320,0.0,0.853658536585,0,843,0.0,0.921052631579
321,0.0,0.833333333333,0,315,0.0,0.909090909091
322,0.0,0.846153846154,0,568,0.0,0.916666666667
323,0.0,0.818181818182,0,671,0.0,0.9
324,0.0,0.818181818182,0,671,0.0,0.9
325,0.0,0.828571428571,0,332,0.0,0.90625
326,0.0,0.828571428571,0,332,0.0,0.90625
327,0.0,0.818181818182,0,425,0.0,0.9
328,0.0,0.818181818182,0,425,0.0,0.9
329,0.0,0.818181818182,0,425,0.0,0.9
330,0.0,0.857142857143,0,520,0.0,0.923076923077
331,0.0,0.85,0,735,0.0,0.918918918919
332,0.0,0.85,0,735,0.0,0.918918918919
333,0.0,0.85,0,735,0.0,0.918918918919
334,0.0,0.85,0,735,0.0,0.918918918919
335,0.0,0.85,0,735,0.0,0.918918918919
336,0.0,0.818181818182,0,539,0.0,0.9
337,0.0,0.823529411765,0,303,0.0,0.903225806452
338,0.0,0.857142857143,0,851,0.0,0.923076923077
339,0.0,0.857142857143,0,851,0.0,0.923076923077
340,0.0,0.857142857143,0,851,0.0,0.923076923077
341,0.0,0.857142857143,0,851,0.0,0.923076923077
342,0.0,0.857142857143,0,851,0.0,0.923076923077
343,0.0,0.857142857143,0,851,0.0,0.923076923077
344,0.0,0.857142857143,0,851,0.0,0.923076923077
345,0.0,0.85,0,514,0.0,0.918918918919
346,0.0,0.866666666667,0,729,0.0,0.928571428571
347,0.0,0.866666666667,0,729,0.0,0.928571428571
348,0.0,0.866666666667,0,729,0.0,0.928571428571
349,0.0,0.866666666667,0,729,0.0,0.928571428571
350,0.0,0.866666666667,0,729,0.0,0.928571428571
351,0.0,0.866666666667,0,729,0.0,0.928571428571
352,0.0,0.846153846154,0,629,0.0,0.916666666667
353,0.0,0.846153846154,0,629,0.0,0.916666666667
354,0.0,0.846153846154,0,629,0.0,0.916666666667
355,0.0,0.846153846154,0,629,0.0,0.916666666667
356,0.0,0.846153846154,0,629,0.0,0.916666666667
357,0.0,0.846153846154,0,629,0.0,0.916666666667
358,0.0,0.818181818182,0,453,0.0,0.9
359,0.0,0.846153846154,0,1197,0.0,0.916666666667
360,0.0,0.846153846154,0,1197,0.0,0.916666666667
361,0.0,0.869565217391,0,1487,0.0,0.93023255814
362,0.0,0.869565217391,0,1487,0.0,0.93023255814
363,0.0,0.869565217391,0,1487,0.0,0.93023255814
364,0.0,0.869565217391,0,1487,0.0,0.93023255814
365,0.0,0.869565217391,0,1487,0.0,0.93023255814
366,0.0,0.869565217391,0,1487,0.0,0.93023255814
367,0.0,0.857142857143,0,923,0.0,0.923076923077
368,0.0,0.8125,0,246,0.0,0.896551724138
369,0.0,0.866666666667,0,2023,0.0,0.928571428571
370,0.0,0.866666666667,0,2023,0.0,0.928571428571
371,0.0,0.866666666667,0,2023,0.0,0.928571428571
372,0.0,0.866666666667,0,2023,0.0,0.928571428571
373,0.0,0.828571428571,0,522,0.0,0.90625
374,0.0,0.828571428571,0,522,0.0,0.90625
375,0.0,0.846153846154,0,422,0.0,0.916666666667
376,0.0,0.846153846154,0,422,0.0,0.916666666667
377,0.0,0.846153846154,0,422,0.0,0.916666666667
378,0.0,0.846153846154,0,422,0.0,0.916666666667
379,0.0,0.818181818182,0,249,0.0,0.9
380,0.0,0.818181818182,0,249,0.0,0.9
381,0.0,0.828571428571,0,665,0.0,0.90625
382,0.0,0.853658536585,0,568,0.0,0.921052631579
383,0.0,0.860465116279,0,703,0.0,0.925
384,0.0,0.860465116279,0,703,0.0,0.925
385,0.0,0.860465116279,0,703,0.0,0.925
386,0.0,0.846153846154,0,908,0.0,0.916666666667
387,0.0,0.846153846154,0,908,0.0,0.916666666667
388,0.0,0.846153846154,0,1146,0.0,0.916666666667
389,0.0,0.866666666667,0,1105,0.0,0.928571428571
390,0.0,0.866666666667,0,1105,0.0,0.928571428571
391,0.0,0.866666666667,0,1105,0.0,0.928571428571
392,0.0,0.866666666667,0,1105,0.0,0.928571428571
393,0.0,0.846153846154,0,383,0.0,0.916666666667
394,0.0,0.869565217391,0,730,0.0,0.93023255814
395,0.0,0.857142857143,0,426,0.0,0.923076923077
396,0.0,0.857142857143,0,426,0.0,0.923076923077
397,0.0,0.857142857143,0,426,0.0,0.923076923077
398,0.0,0.828571428571,0,283,0.0,0.90625
399,0.0,0.853658536585,0,1017,0.0,0.921052631579
400,0.0,0.853658536585,0,1017,0.0,0.921052631579
401,0.0,0.853658536585,0,1017,0.0,0.921052631579
402,0.0,0.8125,0,732,0.0,0.896551724138
403,0.0,0.846153846154,0,876,0.0,0.916666666667
404,0.0,0.846153846154,0,876,0.0,0.916666666667
405,0.0,0.837837837838,0,619,0.0,0.911764705882
406,0.0,0.882352941176,0,1447,0.0,0.9375
407,0.0,0.882352941176,0,1447,0.0,0.9375
408,0.0,0.882352941176,0,1447,0.0,0.9375
409,0.0,0.806451612903,0,518,0.0,0.892857142857
410,0.0,0.828571428571,0,541,0.0,0.90625
411,0.0,0.872340425532,0,1175,0.0,0.931818181818
412,0.0,0.872340425532,0,1175,0.0,0.931818181818
413,0.0,0.872340425532,0,1175,0.0,0.931818181818
414,0.0,0.853658536585,0,844,0.0,0.921052631579
415,0.0,0.853658536585,0,844,0.0,0.921052631579
416,0.0,0.853658536585,0,844,0.0,0.921052631579
417,0.0,0.853658536585,0,844,0.0,0.921052631579
418,0.0,0.853658536585,0,844,0.0,0.921052631579
419,0.0,0.806451612903,0,663,0.0,0.892857142857
420,0.0,0.806451612903,0,663,0.0,0.892857142857
421,0.0,0.806451612903,0,663,0.0,0.892857142857
422,0.0,0.818181818182,0,613,0.0,0.9
423,0.0,0.793103448276,0,850,0.0,0.884615384615
424,0.0,0.869565217391,0,479,0.0,0.93023255814
425,0.0,0.853658536585,0,684,0.0,0.921052631579
426,0.0,0.853658536585,0,684,0.0,0.921052631579
427,0.0,0.853658536585,0,684,0.0,0.921052631579
428,0.0,0.860465116279,0,996,0.0,0.925
429,0.0,0.860465116279,0,996,0.0,0.925
430,0.0,0.860465116279,0,996,0.0,0.925
431,0.0,0.860465116279,0,996,0.0,0.925
432,0.0,0.860465116279,0,996,0.0,0.925
433,0.0,0.860465116279,0,996,0.0,0.925
434,0.0,0.853658536585,0,669,0.0,0.921052631579
435,0.0,0.842105263158,0,860,0.0,0.914285714286
436,0.0,0.842105263158,0,429,0.0,0.914285714286
437,0.0,0.823529411765,0,677,0.0,0.903225806452
438,0.0,0.828571428571,0,725,0.0,0.90625
439,0.0,0.8125,0,485,0.0,0.896551724138
440,0.0,0.842105263158,0,631,0.0,0.914285714286
441,0.0,0.842105263158,0,631,0.0,0.914285714286
442,0.0,0.842105263158,0,631,0.0,0.914285714286
443,0.0,0.842105263158,0,631,0.0,0.914285714286
444,0.0,0.860465116279,0,1731,0.0,0.925
445,0.0,0.860465116279,0,1731,0.0,0.925
446,0.0,0.860465116279,0,1731,0.0,0.925
447,0.0,0.823529411765,0,628,0.0,0.903225806452
448,0.0,0.823529411765,0,628,0.0,0.903225806452
449,0.0,0.823529411765,0,628,0.0,0.903225806452
450,0.0,0.857142857143,0,596,0.0,0.923076923077
451,0.0,0.833333333333,0,425,0.0,0.909090909091
452,0.0,0.833333333333,0,425,0.0,0.909090909091
453,0.0,0.833333333333,0,425,0.0,0.909090909091
454,0.0,0.833333333333,0,425,0.0,0.909090909091
455,0.0,0.875,0,2357,0.0,0.933333333333
456,0.0,0.875,0,2357,0.0,0.933333333333
457,0.0,0.875,0,2357,0.0,0.933333333333
458,0.0,0.875,0,2357,0.0,0.933333333333
459,0.0,0.875,0,2357,0.0,0.933333333333
460,0.0,0.875,0,2357,0.0,0.933333333333
461,0.0,0.875,0,2357,0.0,0.933333333333
462,0.0,0.875,0,2357,0.0,0.933333333333
463,0.0,0.875,0,2357,0.0,0.933333333333
464,0.0,0.875,0,2357,0.0,0.933333333333
465,0.0,0.875,0,2357,0.0,0.933333333333
466,0.0,0.863636363636,0,1639,0.0,0.926829268293
467,0.0,0.863636363636,0,1639,0.0,0.926829268293
468,0.0,0.863636363636,0,1639,0.0,0.926829268293
469,0.0,0.863636363636,0,1639,0.0,0.926829268293
470,0.0,0.872340425532,0,2267,0.0,0.931818181818
471,0.0,0.857142857143,0,1373,0.0,0.923076923077
472,0.0,0.846153846154,0,1033,0.0,0.916666666667
473,0.0,0.846153846154,0,1033,0.0,0.916666666667
474,0.0,0.85,0,675,0.0,0.918918918919
475,0.0,0.85,0,675,0.0,0.918918918919
476,0.0,0.85,0,675,0.0,0.918918918919
477,0.0,0.85,0,675,0.0,0.918918918919
478,0.0,0.85,0,675,0.0,0.918918918919
479,0.0,0.85,0,675,0.0,0.918918918919
480,0.0,0.85,0,675,0.0,0.918918918919
481,0.0,0.85,0,675,0.0,0.918918918919
482,0.0,0.857142857143,0,1763,0.0,0.923076923077
483,0.0,0.863636363636,0,737,0.0,0.926829268293
484,0.0,0.863636363636,0,737,0.0,0.926829268293
485,0.0,0.863636363636,0,737,0.0,0.926829268293
486,0.0,0.860465116279,0,992,0.0,0.925
487,0.0,0.860465116279,0,992,0.0,0.925
488,0.0,0.785714285714,0,413,0.0,0.88
489,0.0,0.860465116279,0,586,0.0,0.925
490,0.0,0.828571428571,0,704,0.0,0.90625
491,0.0,0.828571428571,0,704,0.0,0.90625
492,0.0,0.828571428571,0,704,0.0,0.90625
493,0.0,0.828571428571,0,704,0.0,0.90625
494,0.0,0.828571428571,0,704,0.0,0.90625
495,0.0,0.833333333333,0,1092,0.0,0.909090909091
496,0.0,0.833333333333,0,1092,0.0,0.909090909091
497,0.0,0.837837837838,0,644,0.0,0.911764705882
498,0.0,0.823529411765,0,427,0.0,0.903225806452
499,0.0,0.823529411765,0,427,0.0,0.903225806452
500,0.0,0.857142857143,0,964,0.0,0.923076923077
501,0.0,0.857142857143,0,964,0.0,0.923076923077
502,0.0,0.857142857143,0,964,0.0,0.923076923077
503,0.0,0.818181818182,0,338,0.0,0.9
